project_name,queue_position,fuel_primary,fuel_secondary,fuel_tertiary,net_mw,county,state,utility,pto_study_region,poi_station_or_line,application_status,status,technology,is_withdrawn,is_completed,is_active
,780.0,Solar,,,30.0,YOLO,CA,PGAE,,Woodland - Zamora - Rio Oso #2  115kV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,781.0,Solar,,,0.1,SAN DIEGO,CA,SDGE,,Barrett-Cameron 69kV line,WITHDRAWN,withdrawn,solar,1,0,0
,782.0,Solar,,,100.0,SAN BERNARDINO,CA,SCE,,Jasper Switching Station 220kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,783.0,Solar,,,200.0,SAN BERNARDINO,CA,SCE,,Cool Water Substation 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,784.0,Solar,,,50.0,SAN JOAQUIN,CA,PGAE,,Schulte sub 115 KV,WITHDRAWN,withdrawn,solar,1,0,0
,785.0,Solar,,,16.0,KERN,CA,SCE,,Silver Queen-Goldtown 69kV line,WITHDRAWN,withdrawn,solar,1,0,0
,786.0,Solar,,,80.0,KERN,CA,SCE,,Windhub Substation 66kV,WITHDRAWN,withdrawn,solar,1,0,0
,787.0,Solar,,,8.0,KERN,CA,PGAE,,Arco-Carneras 70 kV Line,WITHDRAWN,withdrawn,solar,1,0,0
,788.0,Solar,,,100.0,LOS ANGELES,CA,SCE,,Antelope Substation 66kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,789.0,Solar,,,71.88,SAN DIEGO,CA,SDGE,,Boulevard East Substation 69 kV,WITHDRAWN,withdrawn,solar,1,0,0
,790.0,Solar,,,45.0,KERN,CA,SCE,,Antelope-Rosamond 66kV line,WITHDRAWN,withdrawn,solar,1,0,0
,791.0,Solar,,,150.0,LOS ANGELES,CA,SCE,,Antelope Substation 220kV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,792.0,Wind Turbine,,,200.0,SAN BERNARDINO,CA,SCE,,Ivanpah Substation 220kV bus,WITHDRAWN,withdrawn,wind,1,0,0
,793.0,Solar,,,75.0,KERN,CA,SCE,,Goldtown Substation 66kV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,794.0,Solar,,,45.0,SAN DIEGO,CA,SDGE,,Boulevard East Substation 138kV,WITHDRAWN,withdrawn,solar,1,0,0
,797.0,Solar,,,0.5,RIVERSIDE,CA,SCE,,Red Bluff Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,798.0,Solar,,,221.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,799.0,Solar,,,0.1,FRESNO,CA,PGAE,,Mendota-San Joaquin-Helm 70kV,WITHDRAWN,withdrawn,solar,1,0,0
,800.0,Solar,,,0.1,FRESNO,CA,PGAE,,Mendota-San Joaquin-Helm 70kV,WITHDRAWN,withdrawn,solar,1,0,0
,801.0,Solar,,,75.0,BUTTE,CA,PGAE,,Butte-Table Mountain 115kV No. 2,WITHDRAWN,withdrawn,solar,1,0,0
,802.0,Wind Turbine,,,150.0,IMPERIAL,CA,SDGE,,500kV at Ocotillo Express,WITHDRAWN,withdrawn,wind,1,0,0
,803.0,Solar,,,1080.0,KERN,CA,PGAE,,Midway - Wheeler Ridge #1 & #2 230 kV,WITHDRAWN,withdrawn,solar,1,0,0
,804.0,Solar,,,540.0,KERN,CA,PGAE,,Arco Substation  230 KV bus,WITHDRAWN,withdrawn,solar,1,0,0
,805.0,Solar,,,0.1,FRESNO,CA,PGAE,,Mendota-San Joaquin-Helm 69K,WITHDRAWN,withdrawn,solar,1,0,0
,806.0,Solar,,,0.1,FRESNO,CA,PGAE,,Mendota-San Joaquin-Helm 70 KV,WITHDRAWN,withdrawn,solar,1,0,0
,807.0,Solar,,,300.0,MARICOPA,AZ,SCE,,Harquahala Substation 500kV,WITHDRAWN,withdrawn,solar,1,0,0
,808.0,Solar,,,700.0,MARICOPA,AZ,SCE,,Harquahala Substation 500kV ,WITHDRAWN,withdrawn,solar,1,0,0
,809.0,Solar,,,0.1,FRESNO,CA,PGAE,,Stroud switching station 70kV,WITHDRAWN,withdrawn,solar,1,0,0
,810.0,Solar,,,100.0,FRESNO,CA,PGAE,,Gates-McCall 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,811.0,Solar,,,20.0,FRESNO,CA,PGAE,,Schindler Substation 115 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,812.0,Solar,,,20.0,FRESNO,CA,PGAE,,Schindler Substation 115 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,813.0,Solar,,,20.0,FRESNO,CA,PGAE,,Schindler Substation 115 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,814.0,Solar,,,0.1,FRESNO,CA,PGAE,,Stroud switching station 70kV,WITHDRAWN,withdrawn,solar,1,0,0
,815.0,Solar,,,0.1,FRESNO,CA,PGAE,,Stroud switching station 70kV,WITHDRAWN,withdrawn,solar,1,0,0
,816.0,Solar,,,0.1,FRESNO,CA,PGAE,,Stroud switching station 70kV,WITHDRAWN,withdrawn,solar,1,0,0
,817.0,Solar,,,20.0,TULARE,CA,PGAE,,Henrietta-GWF 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,818.0,Solar,,,20.0,MERCED,CA,PGAE,,Le Grand 115 KV,WITHDRAWN,withdrawn,solar,1,0,0
,819.0,Solar,,,250.0,KINGS,CA,PGAE,,Gates Substation 500 KV,WITHDRAWN,withdrawn,solar,1,0,0
,820.0,Solar,,,0.1,FRESNO,CA,PGAE,,Mendota Sub 115KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,821.0,Solar,,,60.0,MADERA,CA,PGAE,,Borden Sub 70 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,822.0,Solar,,,110.0,KINGS,CA,PGAE,,Gates - Midway 230 KV,WITHDRAWN,withdrawn,solar,1,0,0
,823.0,Solar,,,0.1,FRESNO,CA,PGAE,,Oro Loma - Panoche 115 KV,WITHDRAWN,withdrawn,solar,1,0,0
,824.0,Solar,,,20.0,FRESNO,CA,PGAE,,Mendota Sub 115 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,825.0,Solar,,,20.0,FRESNO,CA,PGAE,,Mendota Sub 115 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,826.0,Solar,,,20.0,KERN,CA,PGAE,,Westfield Sub 70 KV,WITHDRAWN,withdrawn,solar,1,0,0
,827.0,Solar,,,100.0,SAN JOAQUIN,CA,PGAE,,Bellota - Tesla #2 230 KV,WITHDRAWN,withdrawn,solar,1,0,0
,828.0,Solar,,,50.0,KERN,CA,PGAE,,Smyrna Sub 115 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,830.0,Solar,,,80.0,SOLANO,CA,PGAE,,Vaca - Dixon Sub 115 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,831.0,Solar,,,270.0,RIVERSIDE,CA,SCE,,Colorado River Substation  230kV,WITHDRAWN,withdrawn,solar,1,0,0
,832.0,Solar,,,75.0,STANISLAUS,CA,PGAE,,Tesla - Miller 115 KV,WITHDRAWN,withdrawn,solar,1,0,0
,833.0,Solar,,,20.0,FRESNO,CA,PGAE,,Coalinga   70 KV,WITHDRAWN,withdrawn,solar,1,0,0
,834.0,Natural Gas,,,49.0,KERN,CA,SCE,,Gorman-Kern River 66kV line,WITHDRAWN,withdrawn,other,1,0,0
,835.0,Solar,,,800.0,KINGS,CA,PGAE,,Gates Sub 500 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,836.0,Solar,,,150.0,YUMA,AZ,SDGE,,North Gila Substation 500 kV,WITHDRAWN,withdrawn,solar,1,0,0
,837.0,Solar,,,20.0,SAN DIEGO,CA,SDGE,,East County (ECO) Substation 138kV,WITHDRAWN,withdrawn,solar,1,0,0
,839.0,Solar,,,100.0,IMPERIAL,CA,SCE,,Colorado River Substation 230kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,840.0,Solar,,,300.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,841.0,Solar,,,250.0,YUMA,AZ,SDGE,,Hassayampa-North Gila 500kV,WITHDRAWN,withdrawn,solar,1,0,0
,842.0,Solar,,,540.0,SAN BERNARDINO,CA,SCE,,Jasper Substation 220kV,WITHDRAWN,withdrawn,solar,1,0,0
,843.0,Solar,,,35.3,KERN,CA,SCE,,66kV Windhub Substation,WITHDRAWN,withdrawn,solar,1,0,0
,844.0,Solar,,,20.0,KERN,CA,SCE,,Cal Cement-Antelope 66kV line ,WITHDRAWN,withdrawn,solar,1,0,0
,845.0,Solar,,,15.0,KERN,CA,SCE,,Corum-Goldtown 69kV line,WITHDRAWN,withdrawn,solar,1,0,0
,846.0,Solar,,,510.0,IMPERIAL,CA,SDGE,,Imperial Valley 230-kV Substation,WITHDRAWN,withdrawn,solar,1,0,0
,847.0,Solar,,,20.0,SAN BERNARDINO,CA,SCE,,Kramer-Victor 115kV line,WITHDRAWN,withdrawn,solar,1,0,0
,848.0,Solar,,,20.0,IMPERIAL,CA,SDGE,,Imperial Valley Substation 12kV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,849.0,Solar,,,100.0,KERN,CA,SCE,,Whirlwind Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,850.0,Solar,,,25.0,LOS ANGELES,CA,SCE,,Redman-Lancaster 66kV line,WITHDRAWN,withdrawn,solar,1,0,0
,851.0,Geothermal,,,70.0,CHURCHILL,NV,SCE,,Control Substation 115kV,WITHDRAWN,withdrawn,other,1,0,0
,852.0,Solar,,,25.0,KERN,CA,SCE,,Rosamond-Cal Cement 66kV line ,WITHDRAWN,withdrawn,solar,1,0,0
,853.0,Solar,,,20.0,KERN,CA,SCE,,Monolith Substation 66kV,WITHDRAWN,withdrawn,solar,1,0,0
,854.0,Solar,,,37.0,RIVERSIDE,CA,SCE,,Blythe Substation 161kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,857.0,Solar,,,150.0,TULARE,CA,SCE,,Springville Sub 230 KV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,858.0,Solar,,,21.0,RIVERSIDE,CA,SCE,,Devers-Farrel 115kV line,WITHDRAWN,withdrawn,solar,1,0,0
,861.0,Solar,,,5.0,SAN JOAQUIN,CA,PGAE,,PG&E Valley Springs #2 60 kV Line from Valley Springs to Lockford 60 kV line,WITHDRAWN,withdrawn,solar,1,0,0
,862.0,Solar,,,5.0,KINGS,CA,PGAE,,"PG&E Armstrong 70kV switching station at intersection of S 11th Ave. and Idaho Avenue, Hanford, CA.",WITHDRAWN,withdrawn,solar,1,0,0
,863.0,Solar,,,7.8,KINGS,CA,PGAE,,Guernsey - Henrietta 70 KV line,WITHDRAWN,withdrawn,solar,1,0,0
,864.0,Solar,,,19.9,FRESNO,CA,PGAE,,Stroud  70 KV substation ,WITHDRAWN,withdrawn,solar,1,0,0
,865.0,Solar,,,13.4,KINGS,CA,PGAE,,Hardwick  70 KV sub,WITHDRAWN,withdrawn,solar,1,0,0
,866.0,Wind Turbine,,,72.0,HUMBOLDT,CA,PGAE,,Humboldt-Bridgeville 115 kV line,WITHDRAWN,withdrawn,wind,1,0,0
,867.0,Wind Turbine,,,132.0,SISKIYOU/MODOC,CA,PGAE,,Pit#1-Pit#3 230kV line,WITHDRAWN,withdrawn,wind,1,0,0
,868.0,Wind Turbine,,,301.0,NAPA,CA,PGAE,,Vaca-Bahia 230kV line,WITHDRAWN,withdrawn,wind,1,0,0
,869.0,Solar,,,23.0,FRESNO,CA,PGAE,,Helm Substation 70kV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,870.0,Other,,,300.0,KERN,CA,PGAE,,Midway-Wheeler Ridge 230 kV ,WITHDRAWN,withdrawn,other,1,0,0
,871.0,Solar,,,80.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,872.0,Solar,,,75.0,KERN,CA,PGAE,,Carneras-Taft 70 kV Line,WITHDRAWN,withdrawn,solar,1,0,0
,873.0,Solar,,,200.0,MARICOPA,AZ,SCE,,Palo Verde-Devers #1 500kV line,WITHDRAWN,withdrawn,solar,1,0,0
,874.0,Solar,,,500.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,875.0,Solar,,,60.0,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,876.0,Solar,,,5.0,SANTA BARBARA,CA,PGAE,,Cuyama Substation,WITHDRAWN,withdrawn,solar,1,0,0
,878.0,Wind Turbine,,,51.0,LASSEN,CA,PGAE,,Westwood Substation 60kV,WITHDRAWN,withdrawn,wind,1,0,0
,879.0,Water,,,1.35,TEHAMA,CA,PGAE,,Volta/South 60 kV,WITHDRAWN,withdrawn,other,1,0,0
,880.0,Solar,,,180.0,NYE,NV,VEA,,Gamebird Substation 138kV,WITHDRAWN,withdrawn,solar,1,0,0
,881.0,Solar,,,500.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,882.0,Solar,,,120.0,TULARE,CA,PGAE,,Olive Substation 115 kV,WITHDRAWN,withdrawn,solar,1,0,0
,883.0,Natural Gas,,,11.0,SAN JOAQUIN,CA,PGAE,,Tesla - Stockton Co-Gen Jct 115 kV Line,WITHDRAWN,withdrawn,other,1,0,0
,884.0,Solar,,,250.0,NYE,NV,VEA,,Crazy Eyes Subsation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,886.0,Biofuel,,,15.0,SAN JOAQUIN,CA,PGAE,,Tracy-Tesla 115kV line,WITHDRAWN,withdrawn,other,1,0,0
,887.0,Solar,,,300.0,CLARK,NV,SCE,,Eldorado Substation 220kV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,888.0,Solar,,,100.0,SAN BERNARDINO,CA,SCE,,Jasper 220 kV,WITHDRAWN,withdrawn,solar,1,0,0
,889.0,Natural Gas,,,540.0,CLARK,NV,SCE,,Eldorado Substation 220 kV Bus,WITHDRAWN,withdrawn,other,1,0,0
,890.0,Solar,,,50.0,KERN,CA,SCE,,Cal Cement-Rosamond 69kV line,WITHDRAWN,withdrawn,solar,1,0,0
,891.0,Solar,,,180.0,CLARK,NV,SCE,,Eldorado Substation 230 kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,892.0,Solar,,,140.0,SAN BERNARDINO,CA,SCE,,Pisgah Substation 220kV bus ,WITHDRAWN,withdrawn,solar,1,0,0
,893.0,Natural Gas,,,938.61,ORANGE,CA,SCE,,Huntington Beach Switching Station 230kV,WITHDRAWN,withdrawn,other,1,0,0
,894.0,Natural Gas,,,310.0,YUBA ,CA,PGAE,,Table Mountain-Rio Oso 230kV circuit,WITHDRAWN,withdrawn,other,1,0,0
,895.0,Solar,,,15.0,SAN DIEGO,CA,SDGE,,Boulevard East Substation 138kV,WITHDRAWN,withdrawn,solar,1,0,0
,896.0,Solar,,,100.0,SAN DIEGO,CA,SDGE,,Boulevard East Substation 138kV,WITHDRAWN,withdrawn,solar,1,0,0
,897.0,Solar,Battery,,200.0,SAN BERNARDINO,CA,SCE,,Calcite Substation 220kV bus,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,898.0,Natural Gas,,,45.0,KERN,CA,PGAE,,Famoso Substation 115kV bus,WITHDRAWN,withdrawn,other,1,0,0
,899.0,Wind Turbine,,,100.0,YOLO,CA,PGAE,,Ckt I & 2 Delevan-Vaca and Cortina-Vaca 230 kV lines,WITHDRAWN,withdrawn,wind,1,0,0
,902.0,Solar,,,150.0,RIVERSIDE,CA,SCE,,"Colorado River sub, 230 kV bus",WITHDRAWN,withdrawn,solar,1,0,0
,903.0,Solar,,,387.0,LOS ANGELES,CA,SCE,,Lugo-Vincent 500 kV line,WITHDRAWN,withdrawn,solar,1,0,0
,904.0,Solar,,,150.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,905.0,Solar,,,80.0,KERN,CA,PGAE,,Temblor-Kernridge 115kV line,WITHDRAWN,withdrawn,solar,1,0,0
,906.0,Solar,,,100.0,SAN BERNARDINO,CA,SCE,,Jasper Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,907.0,Solar,,,80.0,FRESNO,CA,PGAE,,Newhall Substation 115 kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,908.0,Solar,Solar,,210.0,NYE,NV,VEA,,Crazy Eyes Tap 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,910.0,Geothermal,,,20.0,LASSEN,CA,PGAE,,Honey Lake Substation 60 kV,WITHDRAWN,withdrawn,other,1,0,0
,912.0,Solar,,,150.0,KERN,CA,SCE,,Windhub Substation 220kV,WITHDRAWN,withdrawn,solar,1,0,0
,913.0,Solar,,,150.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230 kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,914.0,Solar,,,20.0,NYE,NV,VEA,,Vista Substation 138kV,WITHDRAWN,withdrawn,solar,1,0,0
,915.0,Solar,,,20.0,NYE,NV,VEA,,Thousandaire Substation 138kV,WITHDRAWN,withdrawn,solar,1,0,0
,916.0,Solar,,,20.0,KINGS,CA,PGAE,,Henrietta-GWF 115 kV Line ,WITHDRAWN,withdrawn,solar,1,0,0
,917.0,Solar,,,20.0,KINGS,CA,PGAE,,Henrietta-GWF 115 kV Line; ,WITHDRAWN,withdrawn,solar,1,0,0
,918.0,Solar,,,200.0,FRESNO,CA,PGAE,,Mendota Dairyland 115kV ,WITHDRAWN,withdrawn,solar,1,0,0
,919.0,Solar,,,75.0,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,920.0,Solar,,,75.0,KERN,CA,SCE,,Coolwater-DunnSiding-Baker Substation 115kV,WITHDRAWN,withdrawn,solar,1,0,0
,921.0,Solar,,,40.0,TULARE,CA,PGAE,,Alpaugh-Smyrna 115kV Line,WITHDRAWN,withdrawn,solar,1,0,0
,922.0,Natural Gas,,,291.0,KERN,CA,SCE,,Highwind Substation 230kV,WITHDRAWN,withdrawn,other,1,0,0
,923.0,Natural Gas,,,402.0,SAN BERNARDINO,CA,SCE,,Vista Substation 230kV ,WITHDRAWN,withdrawn,other,1,0,0
,924.0,Wind Turbine,,,150.0,MERCED,CA,PGAE,,Los Banos-Westly 230 kV Line ,WITHDRAWN,withdrawn,wind,1,0,0
,925.0,Flywheel,,,20.0,KERN,CA,SCE,,Windhub Substation 230kV bus,WITHDRAWN,withdrawn,other,1,0,0
,926.0,Natural Gas,,,550.0,KERN,CA,SCE,,Windhub Substation 230 kV,WITHDRAWN,withdrawn,other,1,0,0
,927.0,Solar,,,45.0,KERN,CA,SCE,,Highwind Substation 230kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,928.0,Wind Turbine,,,175.0,SOLANO,CA,PGAE,,CPN Creed/ Goose Haven Subs - Lambie Switching Station 230 kV,WITHDRAWN,withdrawn,wind,1,0,0
,929.0,Natural Gas,Solar,,250.0,CLARK,NV,SCE,,Mohave-Lugo 500kV line,WITHDRAWN,withdrawn,solar,1,0,0
,930.0,Natural Gas,Solar,,250.0,CLARK,NV,SCE,,Mohave-Lugo 500kV line,WITHDRAWN,withdrawn,solar,1,0,0
,931.0,Solar,Natural Gas,,300.0,CLARK,NV,SCE,,Mohave-Eldorado 500kV line,WITHDRAWN,withdrawn,solar,1,0,0
,932.0,Natural Gas,Solar,,300.0,CLARK,NV,SCE,,Mohave-Eldorado 500kV line,WITHDRAWN,withdrawn,solar,1,0,0
,933.0,Natural Gas,,,49.0,KERN,CA,PGAE,, Rio Bravo Tomato Substation 115 kV Bus,WITHDRAWN,withdrawn,other,1,0,0
,934.0,Natural Gas,,,49.0,MERCED,CA,PGAE,,Santa Nella-Canal 70kV line,WITHDRAWN,withdrawn,other,1,0,0
,935.0,Natural Gas,,,49.0,YOLO,CA,PGAE,,Woodland-Davis 115kV line,WITHDRAWN,withdrawn,other,1,0,0
,936.0,Solar,,,20.0,FRESNO,CA,PGAE,,Coalinga 1-Coalinga 2 70kV line,WITHDRAWN,withdrawn,solar,1,0,0
,937.0,Natural Gas,,,49.0,KINGS,CA,PGAE,,Lemoore-Henrietta 115kV line,WITHDRAWN,withdrawn,other,1,0,0
,938.0,Natural Gas,,,300.0,KERN,CA,SCE,,Windhub 230 kV bus,WITHDRAWN,withdrawn,other,1,0,0
,939.0,Natural Gas,,,1902.86,LOS ANGELES,CA,SCE,,Alamitos Switching Station 230kV,WITHDRAWN,withdrawn,other,1,0,0
,940.0,Solar,,,238.0,HYDER,AZ,SDGE,,Hassayampa-North Gila 500kV Line,WITHDRAWN,withdrawn,solar,1,0,0
,941.0,Natural Gas,,,475.71,LOS ANGELES,CA,SCE,,Redondo Beach Switching Station 230kV,WITHDRAWN,withdrawn,other,1,0,0
,942.0,Solar,,,250.0,KERN,CA,SCE,,Kramer Substation 220kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,943.0,Solar,,,50.0,KERN,CA,PGAE,,Lerdo 115 kV Substation,WITHDRAWN,withdrawn,solar,1,0,0
,944.0,Solar,,,20.0,SAN DIEGO,CA,SDGE,,Valley Center 69kv Sub,WITHDRAWN,withdrawn,solar,1,0,0
,947.0,Solar,,,120.0,TULARE,CA,PGAE,,Olive Substation 115 kV,WITHDRAWN,withdrawn,solar,1,0,0
,948.0,Solar,,,20.0,SAN DIEGO,CA,SDGE,,Border 69 KV Substation,WITHDRAWN,withdrawn,solar,1,0,0
,949.0,Solar,,,20.0,SAN DIEGO,CA,SDGE,,Warners 69kV line,WITHDRAWN,withdrawn,solar,1,0,0
,950.0,Solar,,,200.0,SAN BERNARDINO,CA,SCE,,Kramer Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,951.0,Solar,,,20.0,ALAMEDA,CA,PGAE,,Vasco 60kV Substation,WITHDRAWN,withdrawn,solar,1,0,0
,955.0,Natural Gas,Natural Gas,,48.3,,,PGAE,,Sanger Co-gen 115/13.8kV Sub,WITHDRAWN,withdrawn,other,1,0,0
,956.0,Wind Turbine,,,65.0,SOLANO,CA,PGAE,,VACA-VACAVILLE-JAMESON-NORTH TOWER 115KV,WITHDRAWN,withdrawn,wind,1,0,0
,957.0,Natural Gas,,,205.0,SAN DIEGO,CA,SDGE,,Otay Mesa Substation 230kV,WITHDRAWN,withdrawn,other,1,0,0
,958.0,Natural Gas,,,49.9,SAN DIEGO,CA,SDGE,,69kV bus of the El Cajon Sub,WITHDRAWN,withdrawn,other,1,0,0
,959.0,Solar,,,30.0,SAN DIEGO,CA,SDGE,,Crestwood-Boulevard East 69kV line,WITHDRAWN,withdrawn,solar,1,0,0
,960.0,Natural Gas,,,59.32,ORANGE,CA,SCE,,Huntington Beach Switching Station 230kV ,WITHDRAWN,withdrawn,other,1,0,0
,961.0,Solar,,,200.62,BAJA CALIFORNIA,MX,SDGE,,Imperial Valley Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,962.0,Water,,,15.5,PLACER,CA,PGAE,,Halsey Substation 60Kv,WITHDRAWN,withdrawn,other,1,0,0
,964.0,Natural Gas,,,47.82,KERN,CA,PGAE,,Arco-Twisselman 70 kV Line,WITHDRAWN,withdrawn,other,1,0,0
,966.0,Natural Gas,,,47.82,KERN,CA,PGAE,,Midway-Midsun 115 kV line,WITHDRAWN,withdrawn,other,1,0,0
,967.0,Solar,,,33.0,KERN,CA,SCE,,Whirlwind 230 kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,969.0,Natural Gas,,,110.0,SAN DIEGO,CA,SDGE,,Otay Mesa Switchyard 230kV,WITHDRAWN,withdrawn,other,1,0,0
,970.0,Solar,,,150.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,973.0,Solar,,,150.0,CLARK,NV,SCE,,Primm Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,974.0,Wind Turbine,,,150.0,KINGS,CA,PGAE,,Morrow Bay-Gates 230 kV Line,WITHDRAWN,withdrawn,wind,1,0,0
,975.0,Solar,,,20.0,STANISLAUS,CA,PGAE,,"Salado- Newman 60 kV Line #1, Pole No. 3/13",WITHDRAWN,withdrawn,solar,1,0,0
,976.0,Wind Turbine,,,60.0,BUTTE,CA,PGAE,,TABLE MTN-RIO OSO 230 KV Line,WITHDRAWN,withdrawn,wind,1,0,0
,977.0,Natural Gas,,,778.0,VENTURA,CA,SCE,,Santa Clara Substation 230kV bus,WITHDRAWN,withdrawn,other,1,0,0
,978.0,Natural Gas,,,99.0,SAN DIEGO,CA,SDGE,,Avocado-Monserate 69kV line approx 2.5 mile from Monserate,WITHDRAWN,withdrawn,other,1,0,0
,979.0,Natural Gas,,,99.0,SAN DIEGO,CA,SDGE,,Pendleton Sub,WITHDRAWN,withdrawn,other,1,0,0
,980.0,Natural Gas,,,200.0,SAN DIEGO,CA,SDGE,,San Luis Rey-Pendleton 69kV line,WITHDRAWN,withdrawn,other,1,0,0
,981.0,Natural Gas,,,200.0,VENTURA,CA,SCE,,Goleta Substation 220kV bus,WITHDRAWN,withdrawn,other,1,0,0
,982.0,Natural Gas,,,49.9,SAN DIEGO,CA,SDGE,,San Luis Rey-Stuart 69kV line,WITHDRAWN,withdrawn,other,1,0,0
,983.0,Natural Gas,,,200.0,LOS ANGELES,CA,SCE,,Walnut Substation 230kV,WITHDRAWN,withdrawn,other,1,0,0
,984.0,Natural Gas,,,344.0,IMPERIAL,CA,SDGE,,Imperial Valley Sub 230kV ,WITHDRAWN,withdrawn,other,1,0,0
,985.0,Solar,,,150.0,IMPERIAL,CA,SDGE,,Imperial Valley 230 kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,986.0,Solar,,,245.0,KERN,CA,SCE,,Kramer Substation 230kV,WITHDRAWN,withdrawn,solar,1,0,0
,987.0,Solar,,,20.0,SAN LUIS OBISPO,CA,PGAE,,SLO to Oceano 115kV line,WITHDRAWN,withdrawn,solar,1,0,0
,988.0,Solar,,,20.0,KERN,CA,PGAE,,Maricopa-Copus 70kV line,WITHDRAWN,withdrawn,solar,1,0,0
,989.0,Solar,,,20.0,SAN JOAQUIN,CA,PGAE,,Kasson-Manteca 60kV,WITHDRAWN,withdrawn,solar,1,0,0
,990.0,Natural Gas,,,910.0,LOS ANGELES,CA,SCE,,Loop Center-Mesa and Center-Olinda 230kV lines,WITHDRAWN,withdrawn,other,1,0,0
,991.0,Natural Gas,,,1047.0,LOS ANGELES,CA,SCE,,Rio Hondo Substation 230kV,WITHDRAWN,withdrawn,other,1,0,0
,992.0,Solar,,,20.0,SUTTER,CA,PGAE,,East Nicolaus 60 kV substation,WITHDRAWN,withdrawn,solar,1,0,0
,995.0,Solar,,,150.0,KINGS,CA,PGAE,,Gates-Midway 230kV line,WITHDRAWN,withdrawn,solar,1,0,0
,996.0,Solar,,,150.0,KERN,CA,PGAE,,Midway- Wheeler Ridge 230 kV line tap via .5 mile gen tie,WITHDRAWN,withdrawn,solar,1,0,0
,997.0,Solar,,,16.0,SONOMA,CA,PGAE,,Monte Rio-Fulton 60 kV transmission line,WITHDRAWN,withdrawn,solar,1,0,0
,998.0,Solar,,,300.0,MARICOPA,AZ,SDGE,,Proposed switch station on the Hassayama-North Gila Bend 500 kV line,WITHDRAWN,withdrawn,solar,1,0,0
,999.0,Wind Turbine,,,250.0,KERN,CA,PGAE,,Caliente Switching Station 230 kV,WITHDRAWN,withdrawn,wind,1,0,0
,1000.0,Other,,,300.0,KERN,CA,PGAE,,Midway-Wheeler Ridge 230 kV Line,WITHDRAWN,withdrawn,other,1,0,0
